sim,region_name,day,A,alpha,delta,gamma,mew,mew1,N,Vp,Vf,S,E,I,R
1,ARGENTINA,936,700000,0.000005,1.27,0.84,0.15,0.163,4272400,0.65,0.55,191567,399773,441488,3239570
1,SPAIN,884,700000,0.000005,1.25,0.85,0.15,0.160,4357050,0.70,0.60,201660,394096,426510,3334780
1,ARGENTINA,937,700000,0.000005,1.27,0.84,0.15,0.163,4272400,0.65,0.55,191567,399773,441488,3239570
1,SPAIN,885,700000,0.000005,1.25,0.85,0.15,0.160,4357050,0.70,0.60,201660,394096,426510,3334780
1,ARGENTINA,938,700000,0.000005,1.27,0.84,0.15,0.163,4272400,0.65,0.55,191567,399773,441488,3239570
1,SPAIN,886,700000,0.000005,1.25,0.85,0.15,0.160,4357050,0.70,0.60,201660,394096,426510,3334780
1,ARGENTINA,939,700000,0.000005,1.27,0.84,0.15,0.163,4272400,0.65,0.55,191567,399773,441488,3239570
1,SPAIN,887,700000,0.000005,1.25,0.85,0.15,0.160,4357050,0.70,0.60,201660,394096,426510,3334780
1,ARGENTINA,940,700000,0.000005,1.27,0.84,0.15,0.163,4272400,0.65,0.55,191567,399773,441488,3239570
1,SPAIN,888,700000,0.000005,1.25,0.85,0.15,0.160,4357040,0.70,0.60,201660,394096,426510,3334780
1,ARGENTINA,941,700000,0.000005,1.27,0.84,0.15,0.163,4272400,0.65,0.55,191567,399773,441488,3239570
1,SPAIN,889,700000,0.000005,1.25,0.85,0.15,0.160,4357040,0.70,0.60,201660,394096,426510,3334780
1,ARGENTINA,942,700000,0.000005,1.27,0.84,0.15,0.163,4272400,0.65,0.55,191567,399773,441488,3239570
1,SPAIN,890,700000,0.000005,1.25,0.85,0.15,0.160,4357040,0.70,0.60,201660,394096,426510,3334780
1,ARGENTINA,943,700000,0.000005,1.27,0.84,0.15,0.163,4272400,0.65,0.55,191567,399773,441488,3239570
1,SPAIN,891,700000,0.000005,1.25,0.85,0.15,0.160,4357040,0.70,0.60,201660,394096,426510,3334780
1,ARGENTINA,944,700000,0.000005,1.27,0.84,0.15,0.163,4272400,0.65,0.55,191567,399773,441488,3239570
1,SPAIN,892,700000,0.000005,1.25,0.85,0.15,0.160,4357040,0.70,0.60,201660,394096,426510,3334770
1,ARGENTINA,945,700000,0.000005,1.27,0.84,0.15,0.163,4272400,0.65,0.55,191567,399773,441488,3239570
1,SPAIN,893,700000,0.000005,1.25,0.85,0.15,0.160,4357040,0.70,0.60,201660,394096,426510,3334770
1,ARGENTINA,946,700000,0.000005,1.27,0.84,0.15,0.163,4272390,0.65,0.55,191567,399773,441488,3239570
1,SPAIN,894,700000,0.000005,1.25,0.85,0.15,0.160,4357040,0.70,0.60,201660,394096,426510,3334770
1,ARGENTINA,947,700000,0.000005,1.27,0.84,0.15,0.163,4272390,0.65,0.55,191567,399773,441488,3239570
1,SPAIN,895,700000,0.000005,1.25,0.85,0.15,0.160,4357040,0.70,0.60,201660,394096,426510,3334770
1,ARGENTINA,948,700000,0.000005,1.27,0.84,0.15,0.163,4272390,0.65,0.55,191567,399773,441488,3239570
1,SPAIN,896,700000,0.000005,1.25,0.85,0.15,0.160,4357030,0.70,0.60,201660,394096,426510,3334770
1,ARGENTINA,949,700000,0.000005,1.27,0.84,0.15,0.163,4272390,0.65,0.55,191567,399773,441488,3239570
1,ARGENTINA,950,700000,0.000005,1.27,0.84,0.15,0.163,4272390,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,897,700000,0.000005,1.25,0.85,0.15,0.160,4357030,0.70,0.60,201660,394096,426510,3334770
1,ARGENTINA,951,700000,0.000005,1.27,0.84,0.15,0.163,4272390,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,898,700000,0.000005,1.25,0.85,0.15,0.160,4357030,0.70,0.60,201660,394096,426510,3334770
1,ARGENTINA,952,700000,0.000005,1.27,0.84,0.15,0.163,4272390,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,899,700000,0.000005,1.25,0.85,0.15,0.160,4357030,0.70,0.60,201660,394096,426510,3334760
1,ARGENTINA,953,700000,0.000005,1.27,0.84,0.15,0.163,4272390,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,900,700000,0.000005,1.25,0.85,0.15,0.160,4357030,0.70,0.60,201660,394096,426510,3334760
1,ARGENTINA,954,700000,0.000005,1.27,0.84,0.15,0.163,4272390,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,901,700000,0.000005,1.25,0.85,0.15,0.160,4357030,0.70,0.60,201660,394096,426510,3334760
1,ARGENTINA,955,700000,0.000005,1.27,0.84,0.15,0.163,4272390,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,902,700000,0.000005,1.25,0.85,0.15,0.160,4357030,0.70,0.60,201660,394096,426510,3334760
1,ARGENTINA,956,700000,0.000005,1.27,0.84,0.15,0.163,4272390,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,903,700000,0.000005,1.25,0.85,0.15,0.160,4357030,0.70,0.60,201660,394096,426510,3334760
1,ARGENTINA,957,700000,0.000005,1.27,0.84,0.15,0.163,4272390,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,904,700000,0.000005,1.25,0.85,0.15,0.160,4357030,0.70,0.60,201660,394096,426510,3334760
1,ARGENTINA,958,700000,0.000005,1.27,0.84,0.15,0.163,4272390,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,905,700000,0.000005,1.25,0.85,0.15,0.160,4357020,0.70,0.60,201660,394096,426510,3334760
1,ARGENTINA,959,700000,0.000005,1.27,0.84,0.15,0.163,4272390,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,906,700000,0.000005,1.25,0.85,0.15,0.160,4357020,0.70,0.60,201660,394096,426510,3334760
1,ARGENTINA,960,700000,0.000005,1.27,0.84,0.15,0.163,4272390,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,907,700000,0.000005,1.25,0.85,0.15,0.160,4357020,0.70,0.60,201660,394096,426510,3334760
1,ARGENTINA,961,700000,0.000005,1.27,0.84,0.15,0.163,4272390,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,908,700000,0.000005,1.25,0.85,0.15,0.160,4357020,0.70,0.60,201660,394096,426510,3334760
1,ARGENTINA,962,700000,0.000005,1.27,0.84,0.15,0.163,4272390,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,909,700000,0.000005,1.25,0.85,0.15,0.160,4357020,0.70,0.60,201660,394096,426510,3334760
1,ARGENTINA,963,700000,0.000005,1.27,0.84,0.15,0.163,4272390,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,910,700000,0.000005,1.25,0.85,0.15,0.160,4357020,0.70,0.60,201660,394096,426510,3334750
1,ARGENTINA,964,700000,0.000005,1.27,0.84,0.15,0.163,4272390,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,911,700000,0.000005,1.25,0.85,0.15,0.160,4357020,0.70,0.60,201660,394096,426510,3334750
1,ARGENTINA,965,700000,0.000005,1.27,0.84,0.15,0.163,4272390,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,912,700000,0.000005,1.25,0.85,0.15,0.160,4357020,0.70,0.60,201660,394096,426510,3334750
1,ARGENTINA,966,700000,0.000005,1.27,0.84,0.15,0.163,4272390,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,913,700000,0.000005,1.25,0.85,0.15,0.160,4357020,0.70,0.60,201660,394096,426510,3334750
1,ARGENTINA,967,700000,0.000005,1.27,0.84,0.15,0.163,4272390,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,914,700000,0.000005,1.25,0.85,0.15,0.160,4357020,0.70,0.60,201660,394096,426510,3334750
1,ARGENTINA,968,700000,0.000005,1.27,0.84,0.15,0.163,4272390,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,915,700000,0.000005,1.25,0.85,0.15,0.160,4357020,0.70,0.60,201660,394096,426510,3334750
1,ARGENTINA,969,700000,0.000005,1.27,0.84,0.15,0.163,4272390,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,916,700000,0.000005,1.25,0.85,0.15,0.160,4357010,0.70,0.60,201660,394096,426510,3334750
1,ARGENTINA,970,700000,0.000005,1.27,0.84,0.15,0.163,4272390,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,917,700000,0.000005,1.25,0.85,0.15,0.160,4357010,0.70,0.60,201660,394096,426510,3334750
1,ARGENTINA,971,700000,0.000005,1.27,0.84,0.15,0.163,4272390,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,918,700000,0.000005,1.25,0.85,0.15,0.160,4357010,0.70,0.60,201660,394096,426510,3334750
1,ARGENTINA,972,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,919,700000,0.000005,1.25,0.85,0.15,0.160,4357010,0.70,0.60,201660,394096,426510,3334750
1,ARGENTINA,973,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,920,700000,0.000005,1.25,0.85,0.15,0.160,4357010,0.70,0.60,201660,394096,426510,3334740
1,ARGENTINA,974,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,921,700000,0.000005,1.25,0.85,0.15,0.160,4357010,0.70,0.60,201660,394096,426510,3334740
1,ARGENTINA,975,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,922,700000,0.000005,1.25,0.85,0.15,0.160,4357010,0.70,0.60,201660,394096,426510,3334740
1,ARGENTINA,976,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,923,700000,0.000005,1.25,0.85,0.15,0.160,4357010,0.70,0.60,201660,394096,426510,3334740
1,ARGENTINA,977,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,924,700000,0.000005,1.25,0.85,0.15,0.160,4357010,0.70,0.60,201660,394096,426510,3334740
1,ARGENTINA,978,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,925,700000,0.000005,1.25,0.85,0.15,0.160,4357010,0.70,0.60,201660,394096,426510,3334740
1,ARGENTINA,979,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,926,700000,0.000005,1.25,0.85,0.15,0.160,4357010,0.70,0.60,201660,394096,426510,3334740
1,ARGENTINA,980,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,927,700000,0.000005,1.25,0.85,0.15,0.160,4357010,0.70,0.60,201660,394096,426510,3334740
1,ARGENTINA,981,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239560
1,SPAIN,928,700000,0.000005,1.25,0.85,0.15,0.160,4357000,0.70,0.60,201660,394096,426510,3334740
1,ARGENTINA,982,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,929,700000,0.000005,1.25,0.85,0.15,0.160,4357000,0.70,0.60,201660,394096,426510,3334740
1,ARGENTINA,983,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,930,700000,0.000005,1.25,0.85,0.15,0.160,4357000,0.70,0.60,201660,394096,426510,3334740
1,ARGENTINA,984,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,931,700000,0.000005,1.25,0.85,0.15,0.160,4357000,0.70,0.60,201660,394096,426510,3334740
1,ARGENTINA,985,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,932,700000,0.000005,1.25,0.85,0.15,0.160,4357000,0.70,0.60,201660,394096,426510,3334740
1,ARGENTINA,986,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,933,700000,0.000005,1.25,0.85,0.15,0.160,4357000,0.70,0.60,201660,394096,426510,3334740
1,ARGENTINA,987,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,934,700000,0.000005,1.25,0.85,0.15,0.160,4357000,0.70,0.60,201660,394096,426510,3334740
1,ARGENTINA,988,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,935,700000,0.000005,1.25,0.85,0.15,0.160,4357000,0.70,0.60,201660,394096,426510,3334730
1,ARGENTINA,989,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,936,700000,0.000005,1.25,0.85,0.15,0.160,4357000,0.70,0.60,201660,394096,426510,3334730
1,ARGENTINA,990,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,ARGENTINA,991,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,937,700000,0.000005,1.25,0.85,0.15,0.160,4357000,0.70,0.60,201660,394096,426510,3334730
1,ARGENTINA,992,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,938,700000,0.000005,1.25,0.85,0.15,0.160,4357000,0.70,0.60,201660,394096,426510,3334730
1,ARGENTINA,993,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,939,700000,0.000005,1.25,0.85,0.15,0.160,4357000,0.70,0.60,201660,394096,426510,3334730
1,ARGENTINA,994,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,940,700000,0.000005,1.25,0.85,0.15,0.160,4357000,0.70,0.60,201660,394096,426510,3334730
1,ARGENTINA,995,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,941,700000,0.000005,1.25,0.85,0.15,0.160,4357000,0.70,0.60,201660,394096,426510,3334730
1,ARGENTINA,996,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,942,700000,0.000005,1.25,0.85,0.15,0.160,4357000,0.70,0.60,201660,394096,426510,3334730
1,ARGENTINA,997,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,943,700000,0.000005,1.25,0.85,0.15,0.160,4356990,0.70,0.60,201660,394096,426510,3334730
1,ARGENTINA,998,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,944,700000,0.000005,1.25,0.85,0.15,0.160,4356990,0.70,0.60,201660,394096,426510,3334730
1,ARGENTINA,999,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,945,700000,0.000005,1.25,0.85,0.15,0.160,4356990,0.70,0.60,201660,394096,426510,3334730
1,ARGENTINA,1000,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,946,700000,0.000005,1.25,0.85,0.15,0.160,4356990,0.70,0.60,201660,394096,426510,3334730
1,ARGENTINA,1001,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,947,700000,0.000005,1.25,0.85,0.15,0.160,4356990,0.70,0.60,201660,394096,426510,3334730
1,ARGENTINA,1002,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,948,700000,0.000005,1.25,0.85,0.15,0.160,4356990,0.70,0.60,201660,394096,426510,3334730
1,ARGENTINA,1003,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,949,700000,0.000005,1.25,0.85,0.15,0.160,4356990,0.70,0.60,201660,394096,426510,3334720
1,ARGENTINA,1004,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,950,700000,0.000005,1.25,0.85,0.15,0.160,4356990,0.70,0.60,201660,394096,426510,3334720
1,ARGENTINA,1005,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,951,700000,0.000005,1.25,0.85,0.15,0.160,4356990,0.70,0.60,201660,394096,426510,3334720
1,ARGENTINA,1006,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,952,700000,0.000005,1.25,0.85,0.15,0.160,4356990,0.70,0.60,201660,394096,426510,3334720
1,ARGENTINA,1007,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,953,700000,0.000005,1.25,0.85,0.15,0.160,4356990,0.70,0.60,201660,394096,426510,3334720
1,ARGENTINA,1008,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,954,700000,0.000005,1.25,0.85,0.15,0.160,4356990,0.70,0.60,201660,394096,426510,3334720
1,ARGENTINA,1009,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,955,700000,0.000005,1.25,0.85,0.15,0.160,4356990,0.70,0.60,201660,394096,426510,3334720
1,ARGENTINA,1010,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,956,700000,0.000005,1.25,0.85,0.15,0.160,4356990,0.70,0.60,201660,394096,426510,3334720
1,ARGENTINA,1011,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,957,700000,0.000005,1.25,0.85,0.15,0.160,4356990,0.70,0.60,201660,394096,426510,3334720
1,ARGENTINA,1012,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,958,700000,0.000005,1.25,0.85,0.15,0.160,4356990,0.70,0.60,201660,394096,426510,3334720
1,ARGENTINA,1013,700000,0.000005,1.27,0.84,0.15,0.163,4272380,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,959,700000,0.000005,1.25,0.85,0.15,0.160,4356990,0.70,0.60,201660,394096,426510,3334720
1,ARGENTINA,1014,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,960,700000,0.000005,1.25,0.85,0.15,0.160,4356990,0.70,0.60,201660,394096,426510,3334720
1,ARGENTINA,1015,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,961,700000,0.000005,1.25,0.85,0.15,0.160,4356990,0.70,0.60,201660,394096,426510,3334720
1,ARGENTINA,1016,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,962,700000,0.000005,1.25,0.85,0.15,0.160,4356980,0.70,0.60,201660,394096,426510,3334720
1,ARGENTINA,1017,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,963,700000,0.000005,1.25,0.85,0.15,0.160,4356980,0.70,0.60,201660,394096,426510,3334720
1,ARGENTINA,1018,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,964,700000,0.000005,1.25,0.85,0.15,0.160,4356980,0.70,0.60,201660,394096,426510,3334720
1,ARGENTINA,1019,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,965,700000,0.000005,1.25,0.85,0.15,0.160,4356980,0.70,0.60,201660,394096,426510,3334720
1,ARGENTINA,1020,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,966,700000,0.000005,1.25,0.85,0.15,0.160,4356980,0.70,0.60,201660,394096,426510,3334720
1,ARGENTINA,1021,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,967,700000,0.000005,1.25,0.85,0.15,0.160,4356980,0.70,0.60,201660,394096,426510,3334720
1,ARGENTINA,1022,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,968,700000,0.000005,1.25,0.85,0.15,0.160,4356980,0.70,0.60,201660,394096,426510,3334720
1,ARGENTINA,1023,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,969,700000,0.000005,1.25,0.85,0.15,0.160,4356980,0.70,0.60,201660,394096,426510,3334720
1,ARGENTINA,1024,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,970,700000,0.000005,1.25,0.85,0.15,0.160,4356980,0.70,0.60,201660,394096,426510,3334720
1,ARGENTINA,1025,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239550
1,SPAIN,971,700000,0.000005,1.25,0.85,0.15,0.160,4356980,0.70,0.60,201660,394096,426510,3334720
1,ARGENTINA,1026,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239540
1,SPAIN,972,700000,0.000005,1.25,0.85,0.15,0.160,4356980,0.70,0.60,201660,394096,426510,3334720
1,ARGENTINA,1027,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239540
1,SPAIN,973,700000,0.000005,1.25,0.85,0.15,0.160,4356980,0.70,0.60,201660,394096,426510,3334720
1,ARGENTINA,1028,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239540
1,SPAIN,974,700000,0.000005,1.25,0.85,0.15,0.160,4356980,0.70,0.60,201660,394096,426510,3334710
1,ARGENTINA,1029,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239540
1,SPAIN,975,700000,0.000005,1.25,0.85,0.15,0.160,4356980,0.70,0.60,201660,394096,426510,3334710
1,ARGENTINA,1030,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239540
1,ARGENTINA,1031,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239540
1,SPAIN,976,700000,0.000005,1.25,0.85,0.15,0.160,4356980,0.70,0.60,201660,394096,426510,3334710
1,ARGENTINA,1032,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239540
1,SPAIN,977,700000,0.000005,1.25,0.85,0.15,0.160,4356980,0.70,0.60,201660,394096,426510,3334710
1,ARGENTINA,1033,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239540
1,SPAIN,978,700000,0.000005,1.25,0.85,0.15,0.160,4356980,0.70,0.60,201660,394096,426510,3334710
1,ARGENTINA,1034,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239540
1,SPAIN,979,700000,0.000005,1.25,0.85,0.15,0.160,4356980,0.70,0.60,201660,394096,426510,3334710
1,ARGENTINA,1035,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239540
1,SPAIN,980,700000,0.000005,1.25,0.85,0.15,0.160,4356980,0.70,0.60,201660,394096,426510,3334710
1,ARGENTINA,1036,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239540
1,SPAIN,981,700000,0.000005,1.25,0.85,0.15,0.160,4356980,0.70,0.60,201660,394096,426510,3334710
1,ARGENTINA,1037,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239540
1,SPAIN,982,700000,0.000005,1.25,0.85,0.15,0.160,4356980,0.70,0.60,201660,394096,426510,3334710
1,ARGENTINA,1038,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239540
1,SPAIN,983,700000,0.000005,1.25,0.85,0.15,0.160,4356980,0.70,0.60,201660,394096,426510,3334710
1,ARGENTINA,1039,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239540
1,SPAIN,984,700000,0.000005,1.25,0.85,0.15,0.160,4356980,0.70,0.60,201660,394096,426510,3334710
1,ARGENTINA,1040,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239540
1,SPAIN,985,700000,0.000005,1.25,0.85,0.15,0.160,4356980,0.70,0.60,201660,394096,426510,3334710
1,ARGENTINA,1041,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239540
1,SPAIN,986,700000,0.000005,1.25,0.85,0.15,0.160,4356980,0.70,0.60,201660,394096,426510,3334710
1,ARGENTINA,1042,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239540
1,SPAIN,987,700000,0.000005,1.25,0.85,0.15,0.160,4356980,0.70,0.60,201660,394096,426510,3334710
1,ARGENTINA,1043,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239540
1,SPAIN,988,700000,0.000005,1.25,0.85,0.15,0.160,4356980,0.70,0.60,201660,394096,426510,3334710
1,ARGENTINA,1044,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239540
1,SPAIN,989,700000,0.000005,1.25,0.85,0.15,0.160,4356970,0.70,0.60,201660,394096,426510,3334710
1,ARGENTINA,1045,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239540
1,SPAIN,990,700000,0.000005,1.25,0.85,0.15,0.160,4356970,0.70,0.60,201660,394096,426510,3334710
1,ARGENTINA,1046,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239540
1,SPAIN,991,700000,0.000005,1.25,0.85,0.15,0.160,4356970,0.70,0.60,201660,394096,426510,3334710
1,ARGENTINA,1047,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239540
1,SPAIN,992,700000,0.000005,1.25,0.85,0.15,0.160,4356970,0.70,0.60,201660,394096,426510,3334710
1,ARGENTINA,1048,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239540
1,SPAIN,993,700000,0.000005,1.25,0.85,0.15,0.160,4356970,0.70,0.60,201660,394096,426510,3334710
1,ARGENTINA,1049,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239540
1,SPAIN,994,700000,0.000005,1.25,0.85,0.15,0.160,4356970,0.70,0.60,201660,394096,426510,3334710
1,ARGENTINA,1050,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239540
1,SPAIN,995,700000,0.000005,1.25,0.85,0.15,0.160,4356970,0.70,0.60,201660,394096,426510,3334710
1,ARGENTINA,1051,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239540
1,SPAIN,996,700000,0.000005,1.25,0.85,0.15,0.160,4356970,0.70,0.60,201660,394096,426510,3334710
1,ARGENTINA,1052,700000,0.000005,1.27,0.84,0.15,0.163,4272370,0.65,0.55,191567,399773,441488,3239540
1,SPAIN,997,700000,0.000005,1.25,0.85,0.15,0.160,4356970,0.70,0.60,201660,394096,426510,3334710
